,location,total_sqft,bath,price,bedroom,pricepersqft
2729,Haralur Road,1230.0,2.0,67.65,2,5500.000000000001
2730,Haralur Road,1194.0,2.0,46.0,2,3852.5963149078725
2731,Haralur Road,1092.0,2.0,44.0,2,4029.3040293040294
2732,Haralur Road,1464.0,3.0,56.0,3,3825.136612021858
2733,Haralur Road,1255.0,3.0,90.0,3,7171.314741035857
2734,Haralur Road,1735.0,3.0,97.0,3,5590.778097982709
2735,Haralur Road,1810.0,3.0,97.83,3,5404.972375690608
2736,Haralur Road,1200.0,2.0,46.0,2,3833.3333333333335
2737,Haralur Road,1243.0,2.0,46.0,2,3700.7240547063557
2738,Haralur Road,1810.0,3.0,112.0,3,6187.845303867403
2739,Harlur,1508.0,2.0,77.0,2,5106.100795755968
2740,Harlur,1752.12,3.0,135.0,3,7704.951715635916
2741,Harlur,2450.0,3.0,120.0,3,4897.959183673469
2742,Harlur,1460.0,3.0,73.0,3,5000.0
2743,Harlur,1709.0,3.0,150.0,3,8777.062609713283
2744,Harlur,1174.0,2.0,69.0,2,5877.342419080068
2745,Harlur,1033.0,2.0,49.0,2,4743.465634075508
2746,Harlur,1197.0,2.0,84.0,2,7017.543859649123
2747,Harlur,1757.0,3.0,132.0,3,7512.805919180421
2748,Harlur,1174.0,2.0,76.0,2,6473.594548551959
2749,Harlur,1754.0,3.0,125.0,3,7126.567844925884
2750,Harlur,1290.0,2.0,85.0,2,6589.147286821705
2751,Harlur,1752.12,3.0,116.0,3,6620.551103805676
2752,Harlur,1754.0,3.0,135.0,3,7696.693272519954
2753,Harlur,1754.0,3.0,124.0,3,7069.555302166476
2754,Harlur,1152.0,2.0,69.0,2,5989.583333333333
2755,Harlur,1290.0,2.0,87.0,2,6744.186046511628
2756,Harlur,1749.0,3.0,115.0,3,6575.18582046884
2757,Harlur,3385.0,4.0,260.0,4,7680.945347119646
2758,Harlur,2240.0,5.0,155.0,3,6919.642857142857
2759,Harlur,1758.0,3.0,133.0,3,7565.415244596132
2760,Harlur,1884.0,4.0,120.0,4,6369.426751592357
2761,Harlur,1197.0,2.0,79.0,2,6599.832915622389
2762,Harlur,1174.0,2.0,78.0,2,6643.9522998296425
2763,Harlur,1730.0,3.0,100.0,3,5780.346820809248
2764,Harlur,2138.0,3.0,110.0,3,5144.9953227315245
2765,Harlur,1200.0,2.0,52.0,2,4333.333333333333
2766,Harlur,1197.0,2.0,79.0,2,6599.832915622389
2767,Harlur,1749.0,3.0,112.0,3,6403.659233847913
2768,Harlur,1174.0,2.0,75.0,2,6388.415672913117
2769,Harlur,1750.0,3.0,136.0,3,7771.428571428572
2770,Harlur,1620.0,3.0,110.0,3,6790.123456790124
2771,Harlur,1414.0,3.0,77.5,3,5480.905233380481
2772,Harlur,1630.0,3.0,95.1,3,5834.355828220859
2773,Harlur,1762.0,3.0,133.0,3,7548.240635641317
2774,Harlur,1756.0,3.0,131.0,3,7460.136674259681
2775,Harlur,1755.0,3.0,130.0,3,7407.407407407408
2776,Harlur,1864.0,3.0,140.0,3,7510.729613733905
2777,Harlur,1331.0,2.0,88.0,2,6611.570247933884
2778,Harlur,1752.12,3.0,133.0,3,7590.80428281168
2779,Harlur,1133.0,2.0,55.0,2,4854.368932038835
2780,Harlur,1756.0,3.0,128.0,3,7289.293849658315
2781,Harlur,1749.0,3.0,120.0,3,6861.06346483705
2782,Harlur,1197.0,2.0,82.0,2,6850.459482038429
2783,Harlur,1303.0,2.0,90.0,2,6907.137375287797
2784,Harlur,1754.0,3.0,132.0,3,7525.655644241733
2785,Harlur,1174.0,2.0,75.0,2,6388.415672913117
2786,Harlur,1756.0,3.0,134.0,3,7630.979498861047
2787,Harlur,1197.0,2.0,78.0,2,6516.290726817043
2788,Harlur,1290.0,2.0,89.9,2,6968.992248062015
2789,Harlur,1386.0,2.0,85.0,2,6132.7561327561325
2790,Harlur,1174.0,2.0,74.0,2,6303.236797274276
2791,Harlur,1174.0,2.0,78.0,2,6643.9522998296425
2792,Harlur,1710.0,3.0,85.0,3,4970.7602339181285
2793,Harlur,1755.0,3.0,115.0,3,6552.706552706552
2794,Harlur,2820.0,4.0,153.5,4,5443.262411347518
2795,Harlur,2569.0,4.0,175.0,4,6811.989100817439
2796,Harlur,1710.0,3.0,85.0,3,4970.7602339181285
2797,Harlur,1197.0,2.0,77.0,2,6432.748538011696
2798,Harlur,1752.12,3.0,125.0,3,7134.214551514737
2799,Harlur,2569.0,5.0,180.0,4,7006.617360840794
2800,Harlur,1225.0,2.0,56.0,2,4571.428571428572
2801,Harlur,1197.0,2.0,76.0,2,6349.206349206349
2802,Harlur,2137.0,3.0,110.0,3,5147.402901263454
2803,Harlur,1197.0,2.0,75.0,2,6265.664160401003
2804,Harlur,1755.0,3.0,117.0,3,6666.666666666667
2805,Harlur,1197.0,2.0,79.9,2,6675.020885547202
2806,Harlur,936.0,2.0,45.0,2,4807.692307692308
2807,Harlur,2990.0,4.0,225.0,4,7525.083612040134
2808,Harlur,1370.0,2.0,88.0,2,6423.3576642335765
2809,Harlur,1335.0,2.0,72.76,2,5450.187265917603
2810,Hebbal,1760.0,2.0,123.0,3,6988.636363636364
2811,Hebbal,5611.5,4.0,477.0,4,8500.400962309543
2812,Hebbal,1900.0,3.0,119.0,3,6263.1578947368425
2813,Hebbal,1349.0,2.0,98.2,2,7279.466271312083
2814,Hebbal,2483.0,5.0,212.0,4,8538.058799838904
2815,Hebbal,1760.0,2.0,130.0,3,7386.363636363636
2816,Hebbal,3450.0,5.0,260.0,3,7536.231884057971
2817,Hebbal,1920.0,3.0,134.0,3,6979.166666666667
2818,Hebbal,1337.0,2.0,82.0,2,6133.1338818249815
2819,Hebbal,1349.0,2.0,98.0,2,7264.6404744255005
2820,Hebbal,1255.0,2.0,77.68,3,6189.641434262949
2821,Hebbal,1355.0,3.0,83.87,3,6189.667896678967
2822,Hebbal,1790.0,3.0,127.0,3,7094.972067039106
2823,Hebbal,687.325,2.0,42.72,2,6215.40028370858
2824,Hebbal,2790.0,5.0,198.0,4,7096.774193548387
2825,Hebbal,1985.0,4.0,189.0,3,9521.410579345089
2826,Hebbal,2483.0,5.0,215.0,4,8658.880386629078
2827,Hebbal,1080.0,2.0,54.0,2,5000.0
2828,Hebbal,812.0,2.0,55.0,2,6773.399014778325
2829,Hebbal,2790.0,4.0,198.0,4,7096.774193548387
2830,Hebbal,3067.0,4.0,230.0,4,7499.184871209651
2831,Hebbal,2526.0,2.0,250.0,3,9897.070467141726
2832,Hebbal,3067.0,4.0,230.0,4,7499.184871209651
2833,Hebbal,1255.0,2.0,77.68,3,6189.641434262949
2834,Hebbal,823.0,2.0,50.63,2,6151.883353584447
2835,Hebbal,1420.0,2.0,123.0,2,8661.971830985916
2836,Hebbal,1069.0,3.0,65.4,3,6117.867165575305
2837,Hebbal,1420.0,2.0,99.39,2,6999.295774647887
2838,Hebbal,4235.0,4.0,365.0,4,8618.654073199528
2839,Hebbal,1700.0,3.0,124.0,3,7294.117647058823
2840,Hebbal,3960.0,5.0,386.0,4,9747.474747474747
2841,Hebbal,1420.0,2.0,99.39,2,6999.295774647887
2842,Hebbal,1355.0,3.0,83.87,3,6189.667896678967
2843,Hebbal,1440.0,2.0,115.0,2,7986.111111111111
2844,Hebbal,1100.0,2.0,54.0,2,4909.090909090909
2845,Hebbal,1355.0,3.0,83.87,3,6189.667896678967
2846,Hebbal,2400.0,4.0,180.0,3,7500.0
2847,Hebbal,1255.0,2.0,77.68,3,6189.641434262949
2848,Hebbal,1420.0,2.0,107.0,2,7535.211267605634
2849,Hebbal,1320.0,2.0,92.0,2,6969.69696969697
2850,Hebbal,919.0,2.0,49.0,2,5331.882480957563
2851,Hebbal,1645.0,3.0,135.0,3,8206.686930091186
2852,Hebbal,2080.0,3.0,175.0,3,8413.461538461539
2853,Hebbal,1355.0,3.0,83.87,3,6189.667896678967
2854,Hebbal,2483.0,5.0,230.0,4,9262.988320579943
2855,Hebbal,2600.0,3.0,195.0,3,7500.0
2856,Hebbal,1645.0,3.0,117.0,3,7112.462006079028
2857,Hebbal,1251.0,2.0,88.73,2,7092.725819344524
2858,Hebbal,1645.0,3.0,121.0,3,7355.623100303951
2859,Hebbal,1760.0,3.0,123.0,3,6988.636363636364
2860,Hebbal,2790.0,4.0,198.0,4,7096.774193548387
2861,Hebbal,3960.0,5.0,386.0,4,9747.474747474747
2862,Hebbal,1645.0,3.0,120.0,3,7294.83282674772
2863,Hebbal,1255.0,2.0,90.0,3,7171.314741035857
2864,Hebbal,1645.0,3.0,117.0,3,7112.462006079028
2865,Hebbal,1255.0,3.0,77.68,3,6189.641434262949
2866,Hebbal,1586.0,3.0,90.0,3,5674.653215636822
2867,Hebbal,1636.0,3.0,119.0,3,7273.838630806846
2868,Hebbal,2661.0,2.0,226.5,3,8511.83765501691
2869,Hebbal,1255.0,2.0,95.0,3,7569.721115537848
2870,Hebbal,2790.0,4.0,198.0,4,7096.774193548387
2871,Hebbal,1269.0,2.0,73.0,3,5752.561071710008
2872,Hebbal,1255.0,2.0,95.0,3,7569.721115537848
2873,Hebbal,1088.0,2.0,61.45,2,5647.97794117647
2874,Hebbal,1349.0,2.0,97.8,2,7249.814677538918
2875,Hebbal,1255.0,3.0,77.68,3,6189.641434262949
2876,Hebbal,1344.0,2.0,108.0,2,8035.714285714285
2877,Hebbal,1255.0,2.0,90.0,3,7171.314741035857
2878,Hebbal,1255.0,3.0,77.68,3,6189.641434262949
2879,Hebbal,1138.0,2.0,110.0,2,9666.080843585238
2880,Hebbal,2790.0,5.0,204.0,4,7311.8279569892475
2881,Hebbal,1088.0,2.0,62.0,2,5698.529411764706
2882,Hebbal,1987.0,4.0,165.0,3,8303.975842979366
2883,Hebbal,2790.0,5.0,198.0,4,7096.774193548387
2884,Hebbal,1299.0,2.0,100.0,2,7698.229407236336
2885,Hebbal,1200.0,2.0,60.0,2,5000.0
2886,Hebbal,1645.0,3.0,117.0,3,7112.462006079028
2887,Hebbal,1390.0,2.0,95.0,2,6834.53237410072
2888,Hebbal,1333.0,2.0,100.0,2,7501.875468867217
2889,Hebbal,1355.0,3.0,83.87,3,6189.667896678967
2890,Hebbal,2650.0,4.0,199.0,3,7509.433962264151
2891,Hebbal,1800.0,3.0,140.0,3,7777.777777777777
2892,Hebbal,1860.0,3.0,95.0,3,5107.5268817204305
2893,Hebbal,2470.0,4.0,203.0,4,8218.623481781377
2894,Hebbal,1255.0,2.0,95.0,3,7569.721115537848
2895,Hebbal,1333.0,2.0,104.0,2,7801.950487621905
2896,Hebbal,1645.0,3.0,117.0,3,7112.462006079028
2897,Hebbal,2600.0,3.0,199.0,3,7653.846153846154
2898,Hebbal,1345.0,2.0,97.0,2,7211.8959107806695
2899,Hebbal,1110.0,3.0,59.0,3,5315.315315315315
2900,Hebbal,985.0,2.0,62.0,2,6294.416243654822
2901,Hebbal,1320.0,2.0,91.0,2,6893.939393939394
2902,Hebbal,2388.0,3.0,195.0,3,8165.829145728643
2903,Hebbal,1040.0,2.0,55.0,2,5288.461538461538
2904,Hebbal,1315.0,3.0,65.0,3,4942.9657794676805
2905,Hebbal,2600.0,3.0,195.0,3,7500.0
2906,Hebbal,2630.0,5.0,188.0,4,7148.28897338403
2907,Hebbal,2790.0,5.0,198.0,4,7096.774193548387
2908,Hebbal,1645.0,3.0,113.0,3,6869.300911854103
2909,Hebbal,1355.0,3.0,83.87,3,6189.667896678967
2910,Hebbal,1420.0,2.0,99.39,2,6999.295774647887
2911,Hebbal,1590.0,3.0,96.0,3,6037.735849056604
2912,Hebbal,3520.0,5.0,320.0,3,9090.90909090909
2913,Hebbal,1162.0,2.0,69.0,2,5938.037865748709
2914,Hebbal,1100.0,2.0,60.0,2,5454.545454545455
2915,Hebbal,4235.0,5.0,364.0,4,8595.04132231405
2916,Hebbal,1299.0,2.0,97.0,2,7467.282525019245
2917,Hebbal,1255.0,3.0,77.68,3,6189.641434262949
2918,Hebbal,2470.0,5.0,192.0,4,7773.27935222672
2919,Hebbal,1645.0,3.0,117.0,3,7112.462006079028
2920,Hebbal,1920.0,3.0,134.0,3,6979.166666666667
2921,Hebbal,3520.0,5.0,240.0,3,6818.181818181818
2922,Hebbal,1920.0,3.0,150.0,3,7812.5
2923,Hebbal,2375.0,4.0,189.0,4,7957.894736842105
2924,Hebbal,1420.0,2.0,99.26,2,6990.140845070423
2925,Hebbal,1252.0,2.0,92.0,2,7348.242811501597
2926,Hebbal,2790.0,4.0,198.0,4,7096.774193548387
2927,Hebbal,1162.0,2.0,59.0,2,5077.452667814114
2928,Hebbal,1294.0,2.0,115.0,2,8887.171561051005
2929,Hebbal,4225.0,6.0,359.0,4,8497.041420118343
2930,Hebbal,1150.0,2.0,57.0,2,4956.521739130435
2931,Hebbal,1740.0,2.0,137.0,3,7873.563218390805
2932,Hebbal,1430.0,3.0,85.0,3,5944.055944055944
2933,Hebbal,1662.0,3.0,155.0,3,9326.113116726836
2934,Hebbal,2250.0,3.0,219.0,3,9733.333333333334
2935,Hebbal,1349.0,2.0,98.0,2,7264.6404744255005
2936,Hebbal,4000.0,6.0,370.0,4,9250.0
2937,Hebbal,1349.0,2.0,96.8,2,7175.685693106005
2938,Hebbal Kempapura,1700.0,3.0,155.0,3,9117.64705882353
2939,Hebbal Kempapura,1800.0,3.0,175.0,3,9722.222222222223
2940,Hebbal Kempapura,2900.0,4.0,300.0,3,10344.827586206897
2941,Hebbal Kempapura,3522.0,3.0,380.0,3,10789.324247586599
2942,Hebbal Kempapura,2280.0,5.0,200.0,5,8771.929824561403
2943,Hebbal Kempapura,1200.0,2.0,125.0,2,10416.666666666666
2944,Hebbal Kempapura,2900.0,4.0,240.0,3,8275.862068965518
2945,Hebbal Kempapura,3900.0,5.0,360.0,4,9230.76923076923
2946,Hebbal Kempapura,1300.0,2.0,102.0,2,7846.153846153846
2947,Hebbal Kempapura,1466.0,2.0,140.0,3,9549.795361527968
2948,Hebbal Kempapura,3900.0,5.0,310.0,4,7948.717948717948
2949,Hebbal Kempapura,1725.0,2.0,165.0,3,9565.217391304348
2950,Hebbal Kempapura,1200.0,3.0,125.0,3,10416.666666666666
2951,Hebbal Kempapura,3408.0,3.0,260.0,3,7629.107981220657
2952,Hebbal Kempapura,1485.0,3.0,132.0,2,8888.888888888889
2953,Hebbal Kempapura,1400.0,2.0,108.0,2,7714.285714285715
2954,Hebbal Kempapura,1800.0,3.0,150.0,3,8333.333333333334
2955,Hebbal Kempapura,2400.0,5.0,200.0,5,8333.333333333334
2956,Hebbal Kempapura,2800.0,5.0,220.0,5,7857.142857142857
2957,Hebbal Kempapura,1785.0,3.0,165.0,3,9243.697478991597
2958,Hebbal Kempapura,3729.0,4.0,384.0,4,10297.666934835077
2959,Hebbal Kempapura,1600.0,3.0,170.0,3,10625.0
2960,Hebbal Kempapura,1730.0,3.0,175.0,3,10115.606936416185
2961,Hebbal Kempapura,2485.0,4.0,198.0,4,7967.806841046277
2962,Hegde Nagar,1569.0,3.0,101.0,3,6437.221159974506
2963,Hegde Nagar,3000.0,7.0,210.0,6,7000.0
2964,Hegde Nagar,2026.0,3.0,132.0,3,6515.301085883514
2965,Hegde Nagar,1801.0,3.0,115.0,3,6385.341476957246
2966,Hegde Nagar,1050.0,1.0,56.0,2,5333.333333333333
2967,Hegde Nagar,1341.0,2.0,97.0,2,7233.407904548844
2968,Hegde Nagar,2112.95,4.0,145.0,3,6862.443503159091
2969,Hegde Nagar,1200.0,4.0,83.0,4,6916.666666666667
2970,Hegde Nagar,1703.0,3.0,113.0,3,6635.3493834409865
2971,Hegde Nagar,1570.0,3.0,105.0,3,6687.898089171975
2972,Hegde Nagar,1801.0,3.0,140.0,3,7773.459189339256
2973,Hegde Nagar,1584.01,3.0,103.0,3,6502.484201488627
2974,Hegde Nagar,1965.0,4.0,125.0,3,6361.323155216285
2975,Hegde Nagar,1200.0,2.0,75.0,2,6250.0
2976,Hegde Nagar,1847.0,3.0,135.0,3,7309.1499729290745
2977,Hegde Nagar,1965.0,4.0,132.0,3,6717.557251908397
2978,Hegde Nagar,1703.0,3.0,125.0,3,7339.988256018791
2979,Hegde Nagar,1847.0,3.0,125.0,3,6767.73145641581
2980,Hegde Nagar,2144.6,4.0,145.0,3,6761.167583698592
2981,Hegde Nagar,1718.0,3.0,119.0,3,6926.6589057043075
2982,Hegde Nagar,1847.0,3.0,123.0,3,6659.447753113156
2983,Hegde Nagar,1340.0,2.0,72.0,2,5373.134328358209
2984,Hegde Nagar,2087.01,3.0,115.0,3,5510.275465857853
2985,Hegde Nagar,1703.0,3.0,130.0,3,7633.587786259542
2986,Hegde Nagar,2087.01,4.0,135.0,3,6468.584242528785
2987,Hegde Nagar,1718.0,3.0,130.0,3,7566.938300349243
2988,Hegde Nagar,1884.0,4.0,118.0,3,6263.2696390658175
2989,Hegde Nagar,1930.0,4.0,122.0,3,6321.243523316062
2990,Hegde Nagar,1584.01,3.0,104.0,3,6565.615116066187
2991,Hegde Nagar,1168.0,2.0,68.0,3,5821.917808219178
2992,Hegde Nagar,2162.03,4.0,129.0,3,5966.614709324107
2993,Hegde Nagar,2087.01,4.0,160.0,3,7666.470213367448
2994,Hegde Nagar,1000.0,2.0,66.0,2,6600.0
2995,Hegde Nagar,1348.0,2.0,80.5,3,5971.810089020772
2996,Hennur,1075.0,2.0,52.0,2,4837.209302325581
2997,Hennur,1255.0,2.0,52.32,2,4168.924302788844
2998,Hennur,1225.0,2.0,57.0,2,4653.061224489796
2999,Hennur,1255.0,2.0,57.5,2,4581.673306772908
3000,Hennur,1259.0,2.0,57.0,2,4527.4027005559965
3001,Hennur,1255.0,2.0,53.5,2,4262.948207171315
3002,Hennur,1285.0,2.0,60.0,2,4669.260700389105
3003,Hennur,1285.0,2.0,60.0,2,4669.260700389105
3004,Hennur,1100.0,2.0,60.0,2,5454.545454545455
3005,Hennur,1231.0,2.0,48.0,2,3899.268887083672
3006,Hennur,1255.0,2.0,58.0,2,4621.5139442231075
3007,Hennur,1040.0,2.0,42.12,2,4050.0
3008,Hennur,1255.0,2.0,54.5,2,4342.629482071713
3009,Hennur,1041.0,2.0,40.6,2,3900.0960614793466
3010,Hennur,1340.0,3.0,54.24,3,4047.7611940298507
3011,Hennur,1255.0,2.0,55.5,2,4422.310756972111
3012,Hennur,1260.0,2.0,52.0,3,4126.984126984127
3013,Hennur,1231.0,2.0,50.0,2,4061.7384240454917
3014,Hennur,2500.0,5.0,125.0,5,5000.0
3015,Hennur,1160.0,2.0,49.0,2,4224.137931034483
3016,Hennur,2400.0,3.0,135.0,3,5625.0
3017,Hennur,1255.0,2.0,53.5,2,4262.948207171315
3018,Hennur,1255.0,2.0,55.5,2,4422.310756972111
3019,Hennur,1100.0,2.0,44.55,2,4050.0
3020,Hennur,1255.0,2.0,57.5,2,4581.673306772908
3021,Hennur,960.0,2.0,48.0,2,5000.0
3022,Hennur,1020.0,2.0,48.0,2,4705.882352941177
3023,Hennur,1255.0,2.0,52.32,2,4168.924302788844
3024,Hennur,1295.0,2.0,64.0,2,4942.084942084942
3025,Hennur,1935.0,3.0,102.0,3,5271.3178294573645
3026,Hennur,1655.0,2.0,70.5,3,4259.818731117824
3027,Hennur,1345.0,2.0,69.0,3,5130.111524163569
3028,Hennur,1255.0,2.0,58.0,2,4621.5139442231075
3029,Hennur,1420.0,2.0,62.0,2,4366.197183098591
3030,Hennur,1155.0,2.0,54.5,2,4718.614718614718
3031,Hennur,1255.0,2.0,52.32,2,4168.924302788844
3032,Hennur,1255.0,2.0,52.35,2,4171.314741035857
3033,Hennur,3517.0,2.0,161.5,4,4591.981802672733
3034,Hennur,1340.0,2.0,54.27,3,4050.0
3035,Hennur,1255.0,2.0,54.5,2,4342.629482071713
3036,Hennur,1830.0,2.0,113.0,3,6174.863387978142
3037,Hennur,1830.5,3.0,84.205,3,4600.109259765091
3038,Hennur,1255.0,2.0,55.5,2,4422.310756972111
3039,Hennur,1255.0,2.0,53.57,2,4268.525896414342
3040,Hennur,1255.0,2.0,56.5,2,4501.99203187251
3041,Hennur,1050.0,2.0,42.73,2,4069.5238095238096
3042,Hennur,1295.0,2.0,62.0,2,4787.644787644787
3043,Hennur Road,2089.0,3.0,140.0,3,6701.771182383915
3044,Hennur Road,3203.5,2.0,224.5,4,7007.960043702201
3045,Hennur Road,5000.0,8.0,250.0,8,5000.0
3046,Hennur Road,1385.0,2.0,83.09,2,5999.27797833935
3047,Hennur Road,1317.5,2.0,63.77,2,4840.2277039848195
3048,Hennur Road,1500.0,2.0,62.0,3,4133.333333333333
3049,Hennur Road,2264.0,3.0,159.0,3,7022.968197879859
3050,Hennur Road,1157.0,2.0,84.0,2,7260.155574762316
3051,Hennur Road,1904.0,3.0,120.0,3,6302.5210084033615
3052,Hennur Road,1891.0,3.0,109.0,3,5764.1459545214175
3053,Hennur Road,1561.0,3.0,95.0,3,6085.842408712364
3054,Hennur Road,1192.0,2.0,60.0,3,5033.557046979866
3055,Hennur Road,2060.0,3.0,149.0,3,7233.0097087378645
3056,Hennur Road,1482.0,2.0,92.0,3,6207.827260458839
3057,Hennur Road,1232.0,2.0,89.0,2,7224.025974025974
3058,Hennur Road,1065.0,2.0,42.6,2,4000.0
3059,Hennur Road,1482.0,2.0,83.73,3,5649.797570850203
3060,Hennur Road,1482.0,2.0,87.0,3,5870.4453441295545
3061,Hennur Road,1891.0,3.0,139.0,3,7350.608143839238
3062,Hennur Road,1703.0,3.0,101.0,3,5930.710510863182
3063,Hennur Road,1232.0,2.0,69.61,2,5650.162337662337
3064,Hennur Road,987.0,2.0,49.0,2,4964.5390070921985
3065,Hennur Road,1804.0,3.0,102.0,3,5654.10199556541
3066,Hennur Road,2160.0,3.0,160.0,3,7407.407407407408
3067,Hennur Road,1186.0,2.0,63.0,3,5311.973018549747
3068,Hennur Road,1680.0,3.0,99.27,3,5908.928571428572
3069,Hennur Road,1065.0,2.0,42.6,2,4000.0
3070,Hennur Road,1385.0,2.0,83.09,2,5999.27797833935
3071,Hennur Road,1186.0,2.0,56.0,3,4721.753794266442
3072,Hennur Road,2350.0,3.0,174.0,3,7404.255319148936
3073,Hennur Road,1586.0,3.0,93.94,3,5923.076923076923
3074,Hennur Road,1975.0,3.0,123.0,3,6227.848101265823
3075,Hennur Road,1664.0,2.0,93.865,3,5640.9254807692305
3076,Hennur Road,1290.0,2.0,94.5,3,7325.581395348837
3077,Hennur Road,901.0,2.0,49.5,2,5493.895671476138
3078,Hennur Road,1445.0,3.0,86.56,3,5990.311418685121
3079,Hennur Road,1482.0,2.0,97.0,3,6545.209176788124
3080,Hennur Road,1182.0,2.0,82.5,2,6979.6954314720815
3081,Hennur Road,1192.0,2.0,62.0,3,5201.342281879195
3082,Hennur Road,1036.0,2.0,59.46,2,5739.382239382239
3083,Hennur Road,1891.0,3.0,109.0,3,5764.1459545214175
3084,Hennur Road,1232.0,2.0,69.61,2,5650.162337662337
3085,Hennur Road,1804.0,3.0,102.0,3,5654.10199556541
3086,Hennur Road,2320.0,3.0,170.0,3,7327.586206896552
3087,Hennur Road,1936.0,3.0,118.0,3,6095.0413223140495
3088,Hennur Road,1480.0,2.0,65.0,2,4391.891891891892
3089,Hennur Road,1590.0,3.0,96.5,3,6069.182389937107
3090,Hennur Road,1445.0,2.0,105.0,3,7266.435986159169
3091,Hennur Road,1036.0,2.0,59.45,2,5738.416988416989
3092,Hennur Road,1832.0,3.0,125.0,3,6823.144104803493
3093,Hennur Road,1359.0,2.0,104.0,2,7652.685798381162
3094,Hennur Road,1341.0,2.0,75.76,2,5649.515287099181
3095,Hennur Road,1040.0,2.0,50.0,2,4807.692307692308
3096,Hennur Road,1685.0,3.0,95.0,3,5637.982195845697
3097,Hennur Road,1414.0,2.0,84.18,2,5953.323903818953
3098,Hennur Road,1949.0,3.0,133.0,3,6824.012314007183
3099,Hennur Road,1232.0,2.0,89.0,2,7224.025974025974
3100,Hennur Road,1250.0,2.0,77.88,3,6230.4
3101,Hennur Road,2502.0,4.0,180.0,4,7194.244604316546
3102,Hennur Road,1831.0,3.0,110.0,3,6007.646095030038
3103,Hennur Road,1232.0,2.0,87.0,2,7061.688311688312
3104,Hennur Road,1232.0,2.0,74.0,2,6006.493506493506
3105,Hennur Road,1232.0,2.0,66.0,2,5357.142857142857
3106,Hennur Road,1341.0,2.0,95.0,2,7084.265473527218
3107,Hennur Road,2700.0,3.0,150.0,3,5555.555555555556
3108,Hennur Road,1232.0,2.0,88.0,2,7142.857142857143
3109,Hennur Road,2365.0,4.0,175.0,3,7399.577167019028
3110,Hennur Road,1310.0,2.0,66.0,2,5038.167938931298
3111,Hennur Road,1552.0,3.0,75.0,3,4832.474226804124
3112,Hennur Road,1015.0,2.0,50.0,2,4926.108374384236
3113,Hennur Road,1186.0,2.0,55.33,3,4665.2613827993255
3114,Hennur Road,2264.0,3.0,168.0,3,7420.494699646643
3115,Hennur Road,2002.0,3.0,120.0,3,5994.005994005994
3116,Hennur Road,1232.0,2.0,69.6,2,5649.350649350648
3117,Hennur Road,1195.0,2.0,73.0,2,6108.786610878661
3118,Hennur Road,1020.0,2.0,47.0,2,4607.843137254902
3119,Hennur Road,5100.0,6.0,375.0,5,7352.941176470588
3120,Hennur Road,1061.0,2.0,54.92,2,5176.248821866164
3121,Hennur Road,1585.0,2.0,80.0,3,5047.318611987382
3122,Hennur Road,1020.0,2.0,45.0,2,4411.764705882353
3123,Hennur Road,2041.0,3.0,128.0,3,6271.435570798628
3124,Hennur Road,1232.0,2.0,87.0,2,7061.688311688312
3125,Hennur Road,1066.0,2.0,52.23,2,4899.624765478424
3126,Hennur Road,973.0,2.0,56.0,2,5755.395683453237
3127,Hennur Road,1255.0,2.0,84.0,2,6693.227091633466
3128,Hennur Road,1232.0,2.0,83.0,2,6737.012987012987
3129,Hennur Road,1832.0,3.0,116.0,3,6331.8777292576415
3130,Hennur Road,2050.0,3.0,120.0,3,5853.658536585366
3131,Hennur Road,1445.0,2.0,86.69,3,5999.307958477509
3132,Hennur Road,1445.0,2.0,83.0,3,5743.9446366782
3133,Hennur Road,1679.0,3.0,94.86,3,5649.791542584872
3134,Hennur Road,1482.0,2.0,68.9,3,4649.122807017545
3135,Hennur Road,1654.0,3.0,97.8,3,5912.938331318017
3136,Hennur Road,1480.0,3.0,100.0,3,6756.756756756757
3137,Hennur Road,1450.0,3.0,88.6,3,6110.3448275862065
3138,Hennur Road,1155.0,2.0,69.18,2,5989.6103896103905
3139,Hennur Road,1053.0,2.0,53.0,2,5033.2383665717
3140,Hennur Road,1195.0,2.0,59.0,2,4937.238493723849
3141,Hennur Road,1904.0,3.0,129.0,3,6775.210084033613
3142,Hennur Road,1981.0,3.0,134.0,3,6764.260474507824
3143,Hennur Road,1155.0,2.0,69.18,2,5989.6103896103905
3144,Hennur Road,2000.0,4.0,90.0,4,4500.0
3145,Hennur Road,1590.0,3.0,105.0,3,6603.773584905661
3146,Hennur Road,2041.0,3.0,138.0,3,6761.391474767271
3147,Hennur Road,1100.0,2.0,78.0,3,7090.909090909091
3148,Hennur Road,1880.0,4.0,154.0,4,8191.489361702128
3149,Hennur Road,1232.0,2.0,69.61,2,5650.162337662337
3150,Hennur Road,1748.0,3.0,103.0,3,5892.448512585813
3151,Hennur Road,1460.0,2.0,80.3,2,5500.0
3152,Hennur Road,1570.0,3.0,75.99,3,4840.127388535031
3153,Hennur Road,1933.0,3.0,140.0,3,7242.628039317124
3154,Hennur Road,1030.0,2.0,46.5,2,4514.563106796117
3155,Hennur Road,1232.0,2.0,69.61,2,5650.162337662337
3156,Hennur Road,1450.0,3.0,79.0,3,5448.275862068966
3157,Hennur Road,1445.0,2.0,89.56,3,6197.923875432526
3158,Hennur Road,973.0,2.0,50.74,2,5214.799588900309
